"year","id_","age","sex","race","hompop","moredays","hrsrelax","wkageism","wkracism","wksexism","mntlhlth","wealth","wkageism_bin","wkracism_bin","wksexism_bin"
2018,811,32,"MALE","White",2,0,5,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,812,39,"MALE","White",1,0,4,"NO","NO","NO",30,"$40,000 to $75,000",0,0,0
2018,813,52,"FEMALE","Black",2,4,2,"NO","NO","NO",7,"$5,000 to $20,000",0,0,0
2018,814,44,"FEMALE","Other",4,8,1,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,815,59,"FEMALE","Black",2,3,2,"NO","NO","NO",1,"Less than $5,000",0,0,0
2018,816,46,"FEMALE","White",3,0,1,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,821,40,"FEMALE","White",2,5,2,"NO","NO","YES",0,"$75,000 to $100,000",0,0,1
2018,827,40,"MALE","White",2,0,4,"NO","NO","NO",2,"Unknown",0,0,0
2018,828,64,"MALE","White",2,3,1,"NO","NO","NO",0,"$1 million to $2 million",0,0,0
2018,829,56,"FEMALE","White",1,10,3,"YES","NO","NO",0,"$500,000 to $1 million",1,0,0
2018,831,50,"MALE","White",2,0,5,"NO","NO","NO",0,"$2 million to $3 million",0,0,0
2018,833,49,"MALE","White",2,0,2,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,834,61,"MALE","White",2,20,2,"NO","NO","NO",0,"$5 million to $10 million",0,0,0
2018,836,74,"MALE","White",2,22,3,"NO","NO","NO",0,"$2 million to $3 million",0,0,0
2018,839,41,"MALE","Other",1,1,2,"NO","YES","NO",12,"$250,000 to $500,000",0,1,0
2018,840,78,"MALE","White",2,0,4,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,841,47,"FEMALE","Other",5,0,1,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,842,50,"FEMALE","White",5,0,5,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,843,41,"FEMALE","White",5,3,20,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,845,56,"MALE","White",2,4,4,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,847,25,"MALE","Other",3,15,8,"YES","NO","NO",0,"$5,000 to $20,000",1,0,0
2018,848,55,"FEMALE","White",2,0,5,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,849,58,"MALE","White",2,0,8,"NO","NO","NO",3,"$20,000 to $40,000",0,0,0
2018,850,39,"FEMALE","White",4,0,1,"NO","YES","NO",0,"$5,000 to $20,000",0,1,0
2018,854,53,"FEMALE","Other",4,0,1,"YES","NO","NO",0,"Unknown",1,0,0
2018,855,57,"MALE","White",1,12,5,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,856,53,"FEMALE","White",2,2,2,"NO","NO","NO",5,"$500,000 to $1 million",0,0,0
2018,859,56,"FEMALE","Black",3,20,5,"NO","YES","YES",0,"Unknown",0,1,1
2018,861,35,"MALE","Black",2,3,4,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,862,64,"FEMALE","White",2,0,0,"NO","NO","YES",0,"$150,000 to $250,000",0,0,1
2018,863,32,"MALE","White",5,1,4,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,865,67,"MALE","Black",4,5,3,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,867,31,"MALE","White",3,4,5,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,869,41,"FEMALE","White",5,5,2,"NO","NO","NO",0,"Above $10 million",0,0,0
2018,871,42,"FEMALE","Black",4,4,2,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,873,52,"FEMALE","White",4,3,2,"NO","NO","NO",3,"$1 million to $2 million",0,0,0
2018,876,42,"FEMALE","White",3,3,4,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,877,45,"MALE","White",4,0,4,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,880,49,"FEMALE","White",2,15,3,"NO","NO","YES",0,"$150,000 to $250,000",0,0,1
2018,882,42,"FEMALE","White",4,3,2,"NO","NO","NO",3,"$250,000 to $500,000",0,0,0
2018,883,25,"FEMALE","White",3,20,10,"NO","NO","NO",30,"Less than $5,000",0,0,0
2018,884,47,"MALE","White",5,4,3,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,885,48,"FEMALE","White",5,1,2,"NO","NO","NO",10,"$150,000 to $250,000",0,0,0
2018,886,53,"FEMALE","White",2,7,3,"YES","NO","NO",30,"$20,000 to $40,000",1,0,0
2018,887,57,"MALE","White",3,2,6,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,890,68,"FEMALE","White",1,0,6,"YES","NO","NO",10,"$40,000 to $75,000",1,0,0
2018,894,21,"MALE","Black",5,2,14,"NO","NO","NO",10,"$5,000 to $20,000",0,0,0
2018,895,29,"MALE","Black",2,17,6,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,896,56,"MALE","Black",1,0,10,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,900,44,"MALE","White",2,24,3,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,902,39,"MALE","White",3,20,0,"YES","NO","NO",3,"$40,000 to $75,000",1,0,0
2018,903,57,"MALE","White",1,15,11,"YES","NO","NO",30,"$5,000 to $20,000",1,0,0
2018,904,25,"MALE","Black",1,4,5,"YES","NO","NO",0,"$100,000 to $150,000",1,0,0
2018,913,27,"FEMALE","White",1,0,5,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,914,53,"MALE","White",1,4,2,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,915,35,"MALE","White",1,1,5,"NO","NO","NO",30,"$5,000 to $20,000",0,0,0
2018,916,32,"FEMALE","White",3,15,1,"NO","NO","NO",4,"$40,000 to $75,000",0,0,0
2018,918,56,"MALE","White",2,0,4,"NO","NO","YES",2,"$150,000 to $250,000",0,0,1
2018,922,43,"MALE","White",1,5,0,"NO","NO","NO",30,"Less than $5,000",0,0,0
2018,923,43,"FEMALE","White",1,7,0,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,924,44,"FEMALE","White",2,20,2,"NO","YES","YES",0,"Unknown",0,1,1
2018,925,58,"MALE","White",2,5,4,"YES","NO","NO",0,"$500,000 to $1 million",1,0,0
2018,926,38,"MALE","White",4,4,5,"NO","NO","NO",0,"Unknown",0,0,0
2018,927,49,"FEMALE","White",4,2,4,"NO","NO","NO",3,"$1 million to $2 million",0,0,0
2018,928,51,"MALE","White",2,0,0,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,929,59,"FEMALE","White",2,12,5,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,934,61,"FEMALE","White",2,10,6,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,935,50,"FEMALE","White",4,0,1,"NO","NO","NO",5,"$250,000 to $500,000",0,0,0
2018,937,39,"MALE","White",4,0,6,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,938,48,"FEMALE","White",4,10,2,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,939,19,"FEMALE","White",3,5,20,"YES","NO","NO",1,"Less than $5,000",1,0,0
2018,941,54,"FEMALE","Black",1,20,4,"NO","NO","NO",3,"$250,000 to $500,000",0,0,0
2018,945,59,"MALE","Black",5,0,1,"NO","YES","NO",0,"$250,000 to $500,000",0,1,0
2018,948,55,"MALE","Other",3,0,8,"NO","NO","NO",0,"Unknown",0,0,0
2018,949,65,"MALE","Black",4,0,2,"NO","NO","NO",0,"Unknown",0,0,0
2018,950,23,"FEMALE","White",2,10,4,"NO","NO","NO",4,"Unknown",0,0,0
2018,952,76,"FEMALE","White",1,2,8,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,953,45,"MALE","White",1,0,3,"NO","NO","NO",12,"$500,000 to $1 million",0,0,0
2018,954,40,"FEMALE","White",3,0,4,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,961,38,"MALE","White",1,6,3,"NO","YES","YES",2,"$20,000 to $40,000",0,1,1
2018,962,25,"FEMALE","White",2,3,3,"YES","NO","NO",0,"$40,000 to $75,000",1,0,0
2018,963,36,"MALE","Black",5,20,2,"NO","NO","NO",2,"$40,000 to $75,000",0,0,0
2018,965,22,"MALE","White",2,15,9,"YES","NO","NO",5,"$5 million to $10 million",1,0,0
2018,966,45,"MALE","White",3,0,4,"NO","NO","NO",30,"$250,000 to $500,000",0,0,0
2018,967,26,"FEMALE","Other",2,4,1,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,968,40,"MALE","Black",1,3,4,"NO","NO","NO",4,"$40,000 to $75,000",0,0,0
2018,969,26,"FEMALE","Black",2,3,1,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,970,60,"FEMALE","Other",2,0,2,"NO","YES","YES",30,"$150,000 to $250,000",0,1,1
2018,971,32,"MALE","White",2,3,3,"NO","NO","NO",2,"$20,000 to $40,000",0,0,0
2018,972,54,"FEMALE","White",2,2,4,"NO","NO","NO",10,"$75,000 to $100,000",0,0,0
2018,973,27,"MALE","White",1,15,7,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,974,27,"FEMALE","Black",2,3,2,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,975,34,"MALE","White",1,25,1,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,977,41,"MALE","White",2,30,1,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,978,32,"FEMALE","White",1,20,1,"NO","NO","NO",2,"$150,000 to $250,000",0,0,0
2018,980,42,"MALE","White",2,15,0,"NO","NO","NO",5,"$150,000 to $250,000",0,0,0
2018,981,57,"MALE","White",4,3,4,"NO","YES","NO",0,"$250,000 to $500,000",0,1,0
2018,982,43,"FEMALE","White",3,2,5,"NO","NO","NO",2,"$250,000 to $500,000",0,0,0
2018,985,46,"MALE","White",4,20,1,"NO","NO","NO",4,"$1 million to $2 million",0,0,0
2018,986,50,"FEMALE","White",1,8,2,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,987,25,"MALE","White",2,20,6,"NO","NO","NO",20,"$100,000 to $150,000",0,0,0
2018,988,37,"FEMALE","White",2,15,4,"NO","NO","NO",7,"$20,000 to $40,000",0,0,0
2018,989,60,"FEMALE","White",2,0,18,"NO","NO","NO",20,"$250,000 to $500,000",0,0,0
2018,990,57,"MALE","White",4,0,2,"YES","YES","YES",30,"$40,000 to $75,000",1,1,1
2018,992,25,"MALE","White",4,0,4,"NO","NO","NO",15,"$5,000 to $20,000",0,0,0
2018,995,34,"FEMALE","White",1,1,5,"NO","NO","NO",4,"$5,000 to $20,000",0,0,0
2018,996,34,"FEMALE","White",1,1,2,"NO","NO","NO",1,"$5,000 to $20,000",0,0,0
2018,998,26,"FEMALE","White",2,0,4,"NO","NO","NO",2,"$5,000 to $20,000",0,0,0
2018,999,23,"FEMALE","White",2,7,5,"YES","NO","NO",30,"$5,000 to $20,000",1,0,0
2018,1000,24,"FEMALE","White",2,5,4,"NO","NO","NO",3,"$5,000 to $20,000",0,0,0
2018,1001,28,"FEMALE","White",2,0,6,"NO","NO","NO",1,"$100,000 to $150,000",0,0,0
2018,1004,42,"FEMALE","White",2,8,2,"NO","YES","YES",30,"Less than $5,000",0,1,1
2018,1005,44,"MALE","Other",1,4,3,"NO","NO","NO",0,"Unknown",0,0,0
2018,1006,51,"MALE","Other",3,1,3,"NO","YES","NO",0,"$40,000 to $75,000",0,1,0
2018,1007,61,"MALE","Black",1,5,8,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1008,37,"FEMALE","White",4,10,4,"NO","NO","NO",3,"$500,000 to $1 million",0,0,0
2018,1009,39,"MALE","White",1,8,3,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,1011,39,"FEMALE","White",2,1,5,"NO","NO","NO",29,"Less than $5,000",0,0,0
2018,1012,26,"FEMALE","Black",1,4,6,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,1013,55,"FEMALE","White",2,5,2,"NO","NO","YES",2,"$250,000 to $500,000",0,0,1
2018,1014,51,"FEMALE","White",3,8,4,"NO","NO","NO",15,"$150,000 to $250,000",0,0,0
2018,1015,50,"FEMALE","White",1,15,2,"NO","NO","NO",2,"$500,000 to $1 million",0,0,0
2018,1016,61,"MALE","White",2,24,2,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1018,42,"FEMALE","Black",3,2,6,"NO","YES","YES",0,"$100,000 to $150,000",0,1,1
2018,1019,30,"MALE","Other",4,0,1,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,1021,46,"FEMALE","Black",3,15,3,"NO","NO","YES",15,"$40,000 to $75,000",0,0,1
2018,1022,35,"FEMALE","White",2,2,2,"NO","NO","NO",2,"$20,000 to $40,000",0,0,0
2018,1025,34,"MALE","White",8,7,1,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,1026,58,"MALE","White",1,1,4,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1027,55,"MALE","White",2,30,0,"NO","NO","NO",30,"$1 million to $2 million",0,0,0
2018,1029,54,"MALE","White",2,20,2,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1030,44,"FEMALE","White",1,10,1,"NO","NO","NO",2,"$150,000 to $250,000",0,0,0
2018,1031,55,"MALE","White",3,15,2,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,1033,54,"MALE","White",1,15,2,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1034,31,"FEMALE","White",3,0,8,"NO","NO","NO",15,"$5,000 to $20,000",0,0,0
2018,1035,51,"MALE","White",2,5,2,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,1036,39,"MALE","White",2,4,3,"NO","NO","NO",3,"$40,000 to $75,000",0,0,0
2018,1038,54,"MALE","White",1,0,3,"NO","NO","NO",2,"$150,000 to $250,000",0,0,0
2018,1040,37,"FEMALE","White",4,2,2,"NO","NO","NO",2,"$3 million to $4 million",0,0,0
2018,1041,45,"MALE","White",1,8,4,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,1043,43,"MALE","Other",5,1,2,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1044,23,"MALE","White",2,10,1,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,1045,42,"FEMALE","Other",3,0,4,"NO","NO","NO",14,"$40,000 to $75,000",0,0,0
2018,1052,45,"FEMALE","White",1,4,4,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1054,22,"MALE","White",2,15,6,"NO","NO","NO",18,"$20,000 to $40,000",0,0,0
2018,1057,21,"MALE","White",2,10,5,"NO","NO","YES",0,"$5,000 to $20,000",0,0,1
2018,1058,65,"MALE","White",3,4,4,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1059,29,"MALE","White",3,2,4,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,1060,50,"FEMALE","White",2,3,4,"NO","NO","NO",2,"$40,000 to $75,000",0,0,0
2018,1061,65,"MALE","White",1,0,14,"NO","NO","NO",3,"$75,000 to $100,000",0,0,0
2018,1062,53,"MALE","White",1,0,0,"YES","NO","NO",10,"Less than $5,000",1,0,0
2018,1064,47,"FEMALE","White",2,4,1,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1065,58,"MALE","Other",4,3,4,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,1066,44,"FEMALE","White",4,4,2,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1068,51,"MALE","White",1,30,5,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,1069,53,"FEMALE","Other",1,2,4,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1070,44,"FEMALE","Black",3,5,4,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,1074,65,"FEMALE","Black",1,0,6,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1075,37,"FEMALE","White",6,1,2,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1076,50,"MALE","White",4,8,3,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1078,49,"FEMALE","White",2,3,4,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,1079,41,"MALE","White",1,2,4,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,1081,42,"MALE","White",4,1,4,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,1082,24,"MALE","White",1,0,6,"NO","NO","NO",7,"$20,000 to $40,000",0,0,0
2018,1083,31,"MALE","Other",4,0,3,"NO","NO","NO",0,"$40,000 to $75,000",0,0,0
2018,1084,33,"FEMALE","White",6,0,4,"NO","NO","NO",0,"Unknown",0,0,0
2018,1085,69,"FEMALE","White",1,0,4,"NO","NO","NO",0,"$75,000 to $100,000",0,0,0
2018,1086,46,"FEMALE","White",1,25,2,"NO","NO","NO",5,"$250,000 to $500,000",0,0,0
2018,1089,53,"MALE","White",5,4,4,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,1090,30,"MALE","White",2,15,1,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1091,61,"MALE","White",3,0,2,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1092,39,"MALE","Other",4,0,2,"NO","NO","NO",0,"$500,000 to $1 million",0,0,0
2018,1093,27,"MALE","White",2,0,4,"NO","NO","NO",1,"Unknown",0,0,0
2018,1095,60,"FEMALE","White",2,1,5,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1096,47,"MALE","White",2,5,4,"NO","NO","NO",2,"$150,000 to $250,000",0,0,0
2018,1097,33,"MALE","White",2,3,5,"NO","NO","NO",10,"$250,000 to $500,000",0,0,0
2018,1098,29,"MALE","White",1,3,5,"NO","NO","NO",5,"Less than $5,000",0,0,0
2018,1099,60,"FEMALE","Black",1,0,2,"NO","NO","NO",0,"$100,000 to $150,000",0,0,0
2018,1102,24,"FEMALE","White",2,1,0,"NO","NO","NO",14,"$20,000 to $40,000",0,0,0
2018,1103,57,"MALE","White",1,2,2,"NO","NO","NO",15,"Unknown",0,0,0
2018,1104,19,"MALE","White",2,4,2,"NO","NO","NO",30,"$20,000 to $40,000",0,0,0
2018,1105,55,"MALE","White",1,10,3,"YES","NO","NO",0,"$40,000 to $75,000",1,0,0
2018,1106,75,"FEMALE","Black",2,0,8,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1107,50,"MALE","Black",2,20,2,"NO","NO","NO",2,"$250,000 to $500,000",0,0,0
2018,1108,70,"MALE","White",2,0,4,"NO","NO","NO",0,"$150,000 to $250,000",0,0,0
2018,1110,28,"FEMALE","White",3,4,5,"NO","NO","NO",5,"$20,000 to $40,000",0,0,0
2018,1111,57,"FEMALE","White",4,20,4,"NO","NO","NO",3,"$5,000 to $20,000",0,0,0
2018,1114,27,"MALE","White",2,1,2,"NO","NO","NO",4,"$20,000 to $40,000",0,0,0
2018,1115,41,"MALE","White",3,0,20,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,1117,32,"FEMALE","Black",2,12,1,"YES","NO","NO",15,"Less than $5,000",1,0,0
2018,1119,30,"FEMALE","Black",2,4,10,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,1121,59,"FEMALE","Other",1,4,3,"NO","NO","NO",2,"$100,000 to $150,000",0,0,0
2018,1122,22,"FEMALE","Other",3,0,4,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,1123,31,"MALE","White",1,2,8,"NO","NO","NO",15,"Less than $5,000",0,0,0
2018,1125,21,"MALE","White",2,4,15,"NO","NO","YES",3,"$20,000 to $40,000",0,0,1
2018,1126,29,"MALE","White",2,2,4,"YES","NO","NO",0,"$75,000 to $100,000",1,0,0
2018,1127,21,"FEMALE","White",2,2,5,"NO","NO","NO",10,"Less than $5,000",0,0,0
2018,1129,25,"MALE","White",2,8,5,"NO","NO","NO",5,"$20,000 to $40,000",0,0,0
2018,1131,23,"MALE","Black",1,2,21,"NO","NO","NO",3,"Less than $5,000",0,0,0
2018,1134,55,"MALE","White",4,0,4,"NO","NO","NO",0,"$4 million to $5 million",0,0,0
2018,1135,63,"MALE","White",5,25,3,"NO","NO","NO",0,"$250,000 to $500,000",0,0,0
2018,1137,40,"MALE","White",4,0,2,"NO","NO","NO",0,"$75,000 to $100,000",0,0,0
2018,1138,42,"MALE","Other",6,5,0,"NO","YES","NO",2,"$75,000 to $100,000",0,1,0
2018,1142,30,"FEMALE","Black",1,3,5,"NO","NO","NO",0,"$20,000 to $40,000",0,0,0
2018,1143,33,"MALE","White",1,0,4,"NO","NO","NO",0,"$5,000 to $20,000",0,0,0
2018,1145,28,"MALE","Other",1,0,5,"NO","NO","NO",6,"$20,000 to $40,000",0,0,0
2018,1148,29,"FEMALE","Other",4,0,3,"NO","NO","NO",0,"Less than $5,000",0,0,0
2018,1149,23,"MALE","White",3,30,4,"NO","NO","NO",3,"Less than $5,000",0,0,0
2018,1150,85,"MALE","White",1,30,6,"YES","NO","NO",15,"$1 million to $2 million",1,0,0
